,Product name,Rating,Summary,Review,sentiment_score,sentiment
4284,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",3,Good,Everything Is fine but I hate delivery personREAD MORE,-0.6858,Negative
4285,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Awesome,Wonderful buy at reasonable price.Thanks to Flipkart for Big billion reduced price..READ MORE,0.5719,Positive
4286,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Highly recommended,"Great phone, except battery lifeREAD MORE",0.6249,Positive
4289,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Must buy!,"Purchased for my friend Swathu.. ,he is very happy,Thank you FlipkartREAD MORE",0.4939,Positive
4292,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Super!,Phone is good and came in good condition.Hope so it remains good. Will again review after 1-6 months of usage.Supportive delivery prtner.READ MORE,0.8271,Positive
4293,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Perfect product!,Love itREAD MORE,0.6369,Positive
4294,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Best in the market!,Nice 👍READ MORE,0.4215,Positive
4298,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Worth every penny,"Light weight. Build is good. Best camera, backup is not badREAD MORE",0.7964,Positive
4299,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Best in the market!,Purple is almost similar to white...blue or yellow is worth going forREAD MORE,0.2263,Positive
4301,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Wonderful,Amazing 😍READ MORE,0.5859,Positive
4302,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Mind-blowing purchase,Nice phoneREAD MORE,0.4215,Positive
4303,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Super!,Excellent productREAD MORE,0.5719,Positive
4304,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Wonderful,Love it.READ MORE,0.6369,Positive
4305,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Excellent,Thank you Flipkart i m bay 55k value for money this wonderful superREAD MORE,0.851,Positive
4306,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Simply awesome,Very good phoneREAD MORE,0.4927,Positive
4307,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Simply awesome,"Geniune product , geniune seller, fast delivery 🚚 ...Thanks Flipkart.READ MORE",0.4404,Positive
4309,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Highly recommended,very good personREAD MORE,0.4927,Positive
4311,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Great product,Very good camera 📸🤳READ MORE,0.4927,Positive
4312,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Excellent,Uff I'm love ❤️ this color 🥳🥳 biswanath very satisfied 😌 iphone 14 .......🤟🤟🤟READ MORE,0.807,Positive
4313,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Good choice,"Best price in big billion day sale, mobile is good.READ MORE",0.6369,Positive
4314,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Delightful,My first i phone ❤️READ MORE,0.0,Neutral
4315,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Brilliant,Just one thing always try and buy when you get OBD  option.READ MORE,0.0,Neutral
4317,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Nice product,The product is really impressive and uniqueREAD MORE,0.5563,Positive
4318,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Best in the market!,Best iPhone 14READ MORE,0.6369,Positive
4319,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Best in the market!,Awesome 😎READ MORE,0.6249,Positive
4320,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Fabulous!,Good quality phoneREAD MORE,0.4404,Positive
4321,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Excellent,"Best performance, video recording is next level and the ios is so smooth 🤩, works perfectly with my mac😗🌝READ MORE",0.8646,Positive
4322,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Perfect product!,"One of the best value for money iPhone in the market.Best performance with best camera.Very smooth delivery experience, got delivered just the next day after placing the order 👌.Just go for it🤑🤑READ MORE",0.8957,Positive
4323,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Great product,Intial impression is good I will update my experience laterREAD MORE,0.5859,Positive
4325,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Must buy!,Excellent product. Thanks Seller. Thanks delivery services and delivery man for providing it so early.  Thanks FlipkartREAD MORE,0.9081,Positive
4326,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific purchase,Very good service by Flipkart. Phone is perfectly fineREAD MORE,0.8122,Positive
4327,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",1,Utterly Disappointed,Literally the worst iphone modelREAD MORE,-0.6249,Negative
4328,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Perfect product!,I am best price buying this product. Best quality phone thanks FlipkartREAD MORE,0.9062,Positive
4329,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Mind-blowing purchase,Amazing device for daily life about camera about sound quality all are goodREAD MORE,0.5859,Positive
4330,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Wonderful,"Amazing product, value for money and delivered same day😍😍READ MORE",0.7351,Positive
4331,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific purchase,"Awesome very satisfied with the phone nice ,safe and fast deliveryREAD MORE",0.9168,Positive
4332,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Great product,Wow..🎉Thank You FlipkartREAD MORE,0.0,Neutral
4333,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Best in the market!,Very nice ☺️☺️☺️☺️☺️READ MORE,0.4754,Positive
4335,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Classy product,Super product👍🏻👍🏻READ MORE,0.5994,Positive
4336,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Highly recommended,Very goodREAD MORE,0.0,Neutral
4337,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific purchase,very nice productREAD MORE,0.4754,Positive
4338,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Brilliant,Great buyREAD MORE,0.6249,Positive
4339,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Excellent,It is very good phone!!!READ MORE,0.4927,Positive
4340,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Great product,Nice performance with world class quality. buy it in BBD sale.READ MORE,0.4215,Positive
4341,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Good quality product,A brand new phone received today. willl review after useREAD MORE,0.0,Neutral
4342,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific purchase,Good phone under 50kREAD MORE,0.4404,Positive
4343,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Super!,Thank you FlipkartREAD MORE,0.3612,Positive
4345,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Super!,Best experience and best service by Flipkart.READ MORE,0.8555,Positive
4346,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Just wow!,Superb PhoneREAD MORE,0.6249,Positive
4347,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Best in the market!,Fast and reliable phone.And very fast delivery by FlipkartREAD MORE,0.0,Neutral
4348,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Simply awesome,Thank you flipkart ☺️READ MORE,0.3612,Positive
4349,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Simply awesome,A satisfying product ❤️READ MORE,0.4588,Positive
4350,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Best in the market!,Just amezing 👍READ MORE,0.0,Neutral
4351,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Super!,Soo cool ...READ MORE,0.3182,Positive
4352,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Super!,Very nice productREAD MORE,0.4754,Positive
4353,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific,Good value for moneyREAD MORE,0.6486,Positive
4354,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Excellent,Speechless 😶READ MORE,0.0,Neutral
4355,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Worth every penny,I loved itREAD MORE,0.5994,Positive
4356,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Highly recommended,Satisfied 5☆READ MORE,0.4215,Positive
4357,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Super!,Great dealREAD MORE,0.6249,Positive
4358,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Great product,Ordered in Flipkart big million day sale...Price great .Camera- outstandingPerformance -greatDisplay- really awesomeOverall great experience to buying iphone 14READ MORE,0.8481,Positive
4359,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Awesome,I loved itREAD MORE,0.5994,Positive
4360,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Brilliant,Original delevery within a day thanks Flipkart love you💦💦READ MORE,0.8555,Positive
4361,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific,Beautiful classy look👌👌READ MORE,0.7783,Positive
4362,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Worth the money,Wonderful product awesome 😎 red colourREAD MORE,0.8316,Positive
4363,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific,Thank you Flipkart.READ MORE,0.3612,Positive
4364,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Delightful,Product is good but heating in starting iPhone onlyREAD MORE,0.2382,Positive
4365,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Wonderful,Nycc Product And My FavriteREAD MORE,0.0,Neutral
4366,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Awesome,Apple is appleREAD MORE,0.0,Neutral
4367,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Brilliant,Nice produced ❤️READ MORE,0.4215,Positive
4370,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Best in the market!,Picture says it allREAD MORE,0.0,Neutral
4371,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Perfect product!,Its the one which everyone dream off to buy loved it all the stuff are beyond expectations. Loved it apple is the bestREAD MORE,0.8689,Positive
4372,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Worth every penny,Delivered within 24hrs. Damn fast delivery and mostly the delivery person opt to open box delivery which is quite impresive... Device is good and 🫣 let's review it after a monthREAD MORE,0.0516,Neutral
4376,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific,Very good phone with premium looking feel and mind blowing performance and features.READ MORE,0.4927,Positive
4377,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Best in the market!,"Reward myself, Best decision!READ MORE",0.836,Positive
4379,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Must buy!,Amazing iPhone super fast I upgraded for all my family members luv it ❤️❤️READ MORE,0.8271,Positive
4380,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Fabulous!,Nice products👍READ MORE,0.4215,Positive
4381,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Highly recommended,"Camera 10/10Performance 10/10I Really Liked The Performance, Battery Backup Is Good According To Battery Size, I Don't Why People Mock IPhone It's Not That Bad I Mean You Will Get Used To It In Just A Week It's Something Unique Every Android User Should Try Once, I Am Satisfied With My IPhone 14, I Got My Phone Delivered On Same Day Thank You Flipkart For Safe Delivery! ❤️READ MORE",0.9544,Positive
4382,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Awesome,Amazing....Thanku so much FlipkartREAD MORE,0.0,Neutral
4383,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Must buy!,Thanks flipkart for the bbd sales🥹❤️The delivery was fast and good service from flipkartThe phone is perfect 👍READ MORE,0.8591,Positive
4384,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Brilliant,Super 😍READ MORE,0.5994,Positive
4385,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Wonderful,Very nice productREAD MORE,0.4754,Positive
4386,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Classy product,IPhone 14 - it's goodREAD MORE,0.0,Neutral
4387,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Worth every penny,"Really happy with Flipkart service 😄 One day deliverywhat can I say about an iPhone, you know it.Thanks Flipkart!READ MORE",0.6115,Positive
4388,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Excellent,Nice productREAD MORE,0.4215,Positive
4389,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Mind-blowing purchase,Good productREAD MORE,0.4404,Positive
4392,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Fabulous!,I am very happyREAD MORE,0.0,Neutral
4393,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Super!,🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥 just wow.......READ MORE,0.0,Neutral
4394,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Best in the market!,Upgraded from 11 to 14. Budget phone under bbd.READ MORE,0.0,Neutral
4395,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Excellent,Awesome and Genuine product. Delivery on time. Confidential packagingREAD MORE,0.6249,Positive
4396,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Great product,Awsome purchaseREAD MORE,0.0,Neutral
4397,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Worth every penny,Awesome phone.READ MORE,0.6249,Positive
4400,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Excellent,"Nothing quite like Iphone..top notch performance and refinement,READ MORE",-0.3241,Negative
4401,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Simply awesome,Product is wonderful at this price. Could be better order if packed with iPhone charger.READ MORE,0.765,Positive
4403,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Must buy!,"Very very fast delivery, everyone is amazed that within 24 hrs, it is delivered. Open box delivery is good. Very good phone, I am happy with the overall experience.READ MORE",0.9136,Positive
4405,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Mind-blowing purchase,Excellent product... good service offered by the Flipcart officialREAD MORE,0.765,Positive
4406,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Simply awesome,Good qualityREAD MORE,0.4404,Positive
4407,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Classy product,Awesome 😎😎😎😎😎😎😎👍👍👍👍👍👍READ MORE,0.6249,Positive
4408,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",3,Decent product,Vary good product i like it i love iphoneREAD MORE,0.8625,Positive
4409,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Super!,"Writing after 10 days of use Having heating issues while using bluetooth and hotspotOther wise best quality full of feature, camera qualit is exllnt,best build qualityREAD MORE",0.8074,Positive
4412,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Simply awesome,Phone is goodREAD MORE,0.0,Neutral
4413,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Brilliant,Very good productREAD MORE,0.4927,Positive
4414,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Worth every penny,Super one gotREAD MORE,0.5994,Positive
4415,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Must buy!,"Its iPhone, beastREAD MORE",0.0,Neutral
4417,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Great product,Great it's always better than iPhone 13READ MORE,0.7906,Positive
4418,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Just wow!,Very goodREAD MORE,0.0,Neutral
4419,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",1,Horrible,Phone heating Ishu when operate camera waste  handsetREAD MORE,-0.4215,Negative
4420,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Great product,Good phone ..READ MORE,0.4404,Positive
4422,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Worth every penny,Best iphone ever must buyREAD MORE,0.6369,Positive
4423,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",2,Slightly disappointed,Battery getting discharged while using netREAD MORE,0.0,Neutral
4424,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Great product,nice phoneREAD MORE,0.4215,Positive
4425,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific purchase,My first iphone journey begins with purchase from flipkartREAD MORE,0.0,Neutral
4426,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific,Not bad..READ MORE,0.0,Neutral
4427,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Just wow!,Nice productREAD MORE,0.4215,Positive
4428,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Great product,Best product in this price.READ MORE,0.6369,Positive
4429,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Highly recommended,very goodREAD MORE,0.0,Neutral
4430,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Value-for-money,Good one ..READ MORE,0.4404,Positive
4433,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Awesome,Very niceREAD MORE,0.0,Neutral
4434,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",3,Fair,Super product 😻READ MORE,0.5994,Positive
4435,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Must buy!,Product is good and awsomeREAD MORE,0.4404,Positive
4436,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Great product,overall niceREAD MORE,0.0,Neutral
4437,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Good quality product,"Superb Camera ,great picture quality .READ MORE",0.8481,Positive
4438,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Simply awesome,Awesome PhoneREAD MORE,0.6249,Positive
4439,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Fabulous!,Good performanceREAD MORE,0.4404,Positive
4440,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Great product,Such a good experienceREAD MORE,0.4404,Positive
4443,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Excellent,Very niceREAD MORE,0.0,Neutral
4444,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Must buy!,apple is the best. needs battery improvement as always.READ MORE,0.802,Positive
4445,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Simply awesome,No need to give any review.Its apple iphoneoverall excellent performance Wonderful cameraSmooth osYou will little bit difficult to use for few daysOverall excellent phone with 5 star ratingREAD MORE,0.8261,Positive
4446,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Must buy!,Good But buttery badREAD MORE,0.2382,Positive
4447,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific purchase,Wonderful quality no doubtREAD MORE,0.3612,Positive
4448,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Best in the market!,Top notch performance.. excellent camera good battery life.. iPhone at its best 👍READ MORE,0.9118,Positive
4449,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Perfect product!,Great product except the battery performance due to heavy power requirements for applications. Value for money product. Now Apple and other companies product price difference is very less compared to the quality and features! Flipkart offers and delivery experience is also amazing!READ MORE,0.7579,Positive
4451,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Wonderful,"My sister loved this color, this phone is amazing! Nice cameras, great OLED display, battery life is great too.READ MORE",0.9623,Positive
4452,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",3,Decent product,Performance is ok.. not much difference between iPhone 12 and iPhone 14Almost similar performance...READ MORE,0.296,Positive
4453,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific,Overall a good packageREAD MORE,0.4404,Positive
4454,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Brilliant,Well done AppleREAD MORE,0.2732,Positive
4455,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Brilliant,Very good 👍READ MORE,0.4927,Positive
4456,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Excellent,Best phone in this price range..Camera-5/5Battery-5/5 easily full day backup Performance-5/5Display-5/5OS-5/5Everything abt this phone is perfect!!READ MORE,0.765,Positive
4458,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Classy product,"Superb phone. Good display, camera, sound, performance,. Battery life is above average.READ MORE",0.7906,Positive
4460,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",3,Nice,i m not happyREAD MORE,0.0,Neutral
4461,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Just wow!,Amazing working iPhone 14READ MORE,0.5859,Positive
4463,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Wonderful,Very niceREAD MORE,0.0,Neutral
4465,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific,Absolutely best choiceREAD MORE,0.6697,Positive
4466,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Super!,Good productREAD MORE,0.4404,Positive
4467,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Excellent,Excellent 👌READ MORE,0.5719,Positive
